source,filename,relative_path,absolute_path,pages,sha256,title,author
EXEMPLAR,gemp111.pdf,7th_maths/gemp111.pdf,/home/jiitcah.05/nlp_research_module/datasets/exemplar_raw/7th_maths/gemp111.pdf,23,4fe16bf193672c8b7f4c68ce09b82e094ccf5a8ad5a0c45f6ee0a3283210ed08,Unit-11 Exponents and Powers.pmd,dtpcell07
EXEMPLAR,gemp112.pdf,7th_maths/gemp112.pdf,/home/jiitcah.05/nlp_research_module/datasets/exemplar_raw/7th_maths/gemp112.pdf,30,5bb06917da051d80eb209fc7c9c157415dabf1fbf0e64ecef79c79b49ba9e8e7,Practical Geometry.pmd,dtpcell07
EXEMPLAR,gemp1a1.pdf,7th_maths/gemp1a1.pdf,/home/jiitcah.05/nlp_research_module/datasets/exemplar_raw/7th_maths/gemp1a1.pdf,46,3e48998bf06be27a97c4442c89768e06de183d3b172b8279a910452f1a567354,Answers.pmd,dtpcell07
EXEMPLAR,heep201.pdf,8th_maths/heep201.pdf,/home/jiitcah.05/nlp_research_module/datasets/exemplar_raw/8th_maths/heep201.pdf,32,02a3533a510521ad1f8414494ee635925dd14291d63a9c55e36eab287e3243d8,Rational Numbers 28-07-2010 (final).pmd,dtpcell6
EXEMPLAR,heep202.pdf,8th_maths/heep202.pdf,/home/jiitcah.05/nlp_research_module/datasets/exemplar_raw/8th_maths/heep202.pdf,40,902b639e6de16d4589c6869cbafea4afadb4f5115e402c39ad63821b258fae8e,Unit 2_Data Handling(final).pmd,dtpcell6
EXEMPLAR,heep203.pdf,8th_maths/heep203.pdf,/home/jiitcah.05/nlp_research_module/datasets/exemplar_raw/8th_maths/heep203.pdf,32,5d2d0123f995fd6e1035a6e4b847300ae73ca73c5e321b8ea6f0d91aac67ddec,Unit-3_Square and Square roots.pmd,dtpcell6
EXEMPLAR,heep204.pdf,8th_maths/heep204.pdf,/home/jiitcah.05/nlp_research_module/datasets/exemplar_raw/8th_maths/heep204.pdf,24,f3df5a8e9200ffdc283972def47320fa579ac19e42a0adf4029c38ab26f0bc27,Unit-4_Linear Equation in one variable.pmd,dtpcell6
EXEMPLAR,heep205.pdf,8th_maths/heep205.pdf,/home/jiitcah.05/nlp_research_module/datasets/exemplar_raw/8th_maths/heep205.pdf,42,33a4eb5f1b10eda38880c03ee721faa62c8fd6c4023776b00715060e250a7fef,Unit-5_ Understanding Quadrilaterals and Practical Geometry.pmd,dtpcell6
EXEMPLAR,heep206.pdf,8th_maths/heep206.pdf,/home/jiitcah.05/nlp_research_module/datasets/exemplar_raw/8th_maths/heep206.pdf,42,7ef50f42d6308b6e7f391ea1bb97b90410f27102f37dc9ab5002c543a8a254fb,Unit_6 Visualising Solid Shapes(final).pmd,dtpcell6
EXEMPLAR,heep207.pdf,8th_maths/heep207.pdf,/home/jiitcah.05/nlp_research_module/datasets/exemplar_raw/8th_maths/heep207.pdf,32,3dda6d974f5a2f02a96222c5b7e8dbfb41c44f804b6364ef20ede5a079fa31b2,Unit-7 Algebraic Expressions 11-02-2010.pmd,dtpcell6
EXEMPLAR,heep208.pdf,8th_maths/heep208.pdf,/home/jiitcah.05/nlp_research_module/datasets/exemplar_raw/8th_maths/heep208.pdf,36,ac89d6844996edb6ac629ae9fa4b0c43d59b7f7d3e0d7b58151d8fa0321c385c,Unit-8  Exponents and Powers.pmd,dtpcell6
EXEMPLAR,heep209.pdf,8th_maths/heep209.pdf,/home/jiitcah.05/nlp_research_module/datasets/exemplar_raw/8th_maths/heep209.pdf,28,9bd2062e223682dacaade3888861922ff6d36eab751ea4901a1e99e2ae06d09a,Unit-9 Comparing Quantities.pmd,dtpcell6
EXEMPLAR,heep210.pdf,8th_maths/heep210.pdf,/home/jiitcah.05/nlp_research_module/datasets/exemplar_raw/8th_maths/heep210.pdf,28,38218c18b1d5c68a11356e82170f2aa4ecbee8842b0001a592fc2d2eb9f70cd2,Unit-10_Direct and inverse proportion(final).pmd,dtpcell6
EXEMPLAR,heep211.pdf,8th_maths/heep211.pdf,/home/jiitcah.05/nlp_research_module/datasets/exemplar_raw/8th_maths/heep211.pdf,28,c2e668c3dad8d9e0a9372c7077661b84ee6d3ab57209d8c8d26feb012eb0fbfa,Unit-11_ Mensuration.pmd,dtpcell6
EXEMPLAR,heep212.pdf,8th_maths/heep212.pdf,/home/jiitcah.05/nlp_research_module/datasets/exemplar_raw/8th_maths/heep212.pdf,40,79fb229be5d20b7bd57d8ee748b71a03b0db18e8b6581a5146a516831a46e3df,Unit-12_Introduction to graphs final.pmd,dtpcell6
EXEMPLAR,heep213.pdf,8th_maths/heep213.pdf,/home/jiitcah.05/nlp_research_module/datasets/exemplar_raw/8th_maths/heep213.pdf,16,de0c9302ec340637b5df3ce63bdc98c069f964354802c7c173e490b2886f5e19,Unit-13_Playing with Numbers 16-02-2010.pmd,dtpcell6
EXEMPLAR,heep2an.pdf,8th_maths/heep2an.pdf,/home/jiitcah.05/nlp_research_module/datasets/exemplar_raw/8th_maths/heep2an.pdf,62,e654119b163fe3bc89d965579eef7502edd90bd455054d2f978aa8442f118800,Answers.pmd,dtpcell6
EXEMPLAR,ieep201.pdf,9th_maths/ieep201.pdf,/home/jiitcah.05/nlp_research_module/datasets/exemplar_raw/9th_maths/ieep201.pdf,12,6d412aa7f6ab7d3f9e91e70d8881c948058c8cb6cb42db3e8681595561fae91d,Ch_1.pmd,dtpcell6
EXEMPLAR,ieep202.pdf,9th_maths/ieep202.pdf,/home/jiitcah.05/nlp_research_module/datasets/exemplar_raw/9th_maths/ieep202.pdf,11,db227bf82f3b31c5214dfda8289c73f65c24d7d394c7df92fd1325bba8dace63,Ch_2.pmd,dtpcell6
EXEMPLAR,ieep203.pdf,9th_maths/ieep203.pdf,/home/jiitcah.05/nlp_research_module/datasets/exemplar_raw/9th_maths/ieep203.pdf,9,280acb72458c05ca86f37e037766593e932edc5e5ad677dab08ed15006a0ebf7,Ch_3.pmd,dtpcell6
EXEMPLAR,ieep204.pdf,9th_maths/ieep204.pdf,/home/jiitcah.05/nlp_research_module/datasets/exemplar_raw/9th_maths/ieep204.pdf,10,8ebba62713fd9c2fc03db02bf48309cc45f9f97d26138eb496115d68b6d19d05,Ch_4.pmd,dtpcell6
EXEMPLAR,ieep205.pdf,9th_maths/ieep205.pdf,/home/jiitcah.05/nlp_research_module/datasets/exemplar_raw/9th_maths/ieep205.pdf,11,dde549901a5db6cfdc0c85e3046c52888771e66590ebcee7cf07af2c136a468f,Ch_5.pmd,dtpcell6
EXEMPLAR,ieep206.pdf,9th_maths/ieep206.pdf,/home/jiitcah.05/nlp_research_module/datasets/exemplar_raw/9th_maths/ieep206.pdf,9,ca81acec0e3b0e1804bd76c1764a8ccb7db3dd850e0336254a06ea48d86731b1,Ch_6.pmd,dtpcell6
EXEMPLAR,ieep207.pdf,9th_maths/ieep207.pdf,/home/jiitcah.05/nlp_research_module/datasets/exemplar_raw/9th_maths/ieep207.pdf,9,271f907d0965c7549f06f719c986e08f0ccee6d1ac1d031876fea80b653b8af5,Ch_7.pmd,dtpcell6
EXEMPLAR,ieep208.pdf,9th_maths/ieep208.pdf,/home/jiitcah.05/nlp_research_module/datasets/exemplar_raw/9th_maths/ieep208.pdf,12,0d130710ba10f8294df8593ad456c9c839f15b1411d68fd7456a15a67bb23cde,Ch_8.pmd,dtpcell6
EXEMPLAR,ieep209.pdf,9th_maths/ieep209.pdf,/home/jiitcah.05/nlp_research_module/datasets/exemplar_raw/9th_maths/ieep209.pdf,13,d54ea27581bf5d88eec25e938375a68c343d4edf786932527995f963265de130,Ch_9.pmd,dtpcell6
EXEMPLAR,ieep210.pdf,9th_maths/ieep210.pdf,/home/jiitcah.05/nlp_research_module/datasets/exemplar_raw/9th_maths/ieep210.pdf,11,218defd0de09c3d40d617612bad5c11efb3ad86a280d54318155808220343deb,Ch_10.pmd,dtpcell6
EXEMPLAR,ieep211.pdf,9th_maths/ieep211.pdf,/home/jiitcah.05/nlp_research_module/datasets/exemplar_raw/9th_maths/ieep211.pdf,4,218e662c13bfe2d9ba1f7f4aa4f8795a3a4e88ec8051aa389b6891eb3be89b8b,Ch_11.pmd,dtpcell6
EXEMPLAR,ieep212.pdf,9th_maths/ieep212.pdf,/home/jiitcah.05/nlp_research_module/datasets/exemplar_raw/9th_maths/ieep212.pdf,9,177fa04030f388f23e8bf83601e04cd9f054c703254e460f5bebdc4779b4ab8e,Ch_12.pmd,dtpcell6
EXEMPLAR,ieep213.pdf,9th_maths/ieep213.pdf,/home/jiitcah.05/nlp_research_module/datasets/exemplar_raw/9th_maths/ieep213.pdf,8,2743fa3a384c3ecf1943a7efe4dd8d852d9c7000f95bc4b88197a9897935be02,Ch_13.pmd,dtpcell6
EXEMPLAR,ieep214.pdf,9th_maths/ieep214.pdf,/home/jiitcah.05/nlp_research_module/datasets/exemplar_raw/9th_maths/ieep214.pdf,21,dfcd900ecbea51943231e227cee0788b8ee9d7e99be3ce10a12730193a54ebbe,Ch_14.pmd,dtpcell6
EXEMPLAR,ieep215.pdf,9th_maths/ieep215.pdf,/home/jiitcah.05/nlp_research_module/datasets/exemplar_raw/9th_maths/ieep215.pdf,15,02c9629b43f27b31492a164d50ef983e0a04a9bd1a7cff092bc840d5d9c62994,Question Paper_1.pmd,dtpcell6
EXEMPLAR,ieep216.pdf,9th_maths/ieep216.pdf,/home/jiitcah.05/nlp_research_module/datasets/exemplar_raw/9th_maths/ieep216.pdf,17,874ee7438740a5be022f68a54a0edfe3a6a4eeb373e38cf739e80b062fd2b4f3,Question Paper_2.pmd,dtpcell6
